date,apple,pen
2006-06-26,88435.0,6958.0
2006-06-27,86617.0,6806.0
2006-06-28,84737.0,6654.0
2006-06-29,82849.0,6516.0
2006-06-30,80922.0,6377.0
2006-07-01,113999.0,8835.0
2006-07-02,112136.0,8680.0
2006-07-03,110301.0,8538.0
2006-07-04,108523.0,8407.0
2006-07-05,106628.0,8247.0
2006-07-06,104660.0,8099.0
2006-07-07,102818.0,7971.0
2006-07-08,100979.0,7826.0
2006-07-09,99125.0,7663.0
2006-07-10,97354.0,7523.0
2006-07-11,95536.0,7382.0
2006-07-12,93654.0,7248.0
2006-07-13,91796.0,7106.0
2006-07-14,89863.0,6952.0
2006-07-15,122819.0,9582.0
2006-07-16,120922.0,9452.0
2006-07-17,119065.0,9301.0
2006-07-18,117272.0,9158.0
2006-07-19,115388.0,9005.0
2006-07-20,113487.0,8871.0
2006-07-21,111598.0,8715.0
2006-07-22,109698.0,8574.0
2006-07-23,107711.0,8434.0
2006-07-24,105851.0,8304.0
2006-07-25,104020.0,8164.0
2006-07-26,102210.0,8023.0
2006-07-27,100297.0,7864.0
2006-07-28,98419.0,7732.0
2006-07-29,96603.0,7580.0
2006-07-30,94783.0,7444.0
2006-07-31,92926.0,7270.0
2006-08-01,125982.0,9852.0
2006-08-02,124186.0,9716.0
2006-08-03,122376.0,9562.0
2006-08-04,120554.0,9417.0
2006-08-05,118673.0,9266.0
2006-08-06,116762.0,9138.0
2006-08-07,114954.0,9005.0
2006-08-08,113056.0,8878.0
2006-08-09,111191.0,8741.0
2006-08-10,109264.0,8586.0
2006-08-11,107377.0,8433.0
2006-08-12,105498.0,8285.0
2006-08-13,103681.0,8148.0
2006-08-14,101823.0,7995.0
2006-08-15,134913.0,10598.0
2006-08-16,133098.0,10445.0
2006-08-17,131197.0,10293.0
2006-08-18,129375.0,10161.0
2006-08-19,127525.0,10023.0
2006-08-20,125617.0,9890.0
2006-08-21,123705.0,9750.0
2006-08-22,121830.0,9593.0
2006-08-23,119987.0,9443.0
2006-08-24,118176.0,9281.0
2006-08-25,116340.0,9135.0
2006-08-26,114443.0,8999.0
2006-08-27,112573.0,8863.0
2006-08-28,110692.0,8715.0
2006-08-29,108786.0,8574.0
2006-08-30,106940.0,8421.0
2006-08-31,105088.0,8278.0
2006-09-01,138451.0,10888.0
2006-09-02,136558.0,10766.0
2006-09-03,134694.0,10619.0
2006-09-04,132833.0,10470.0
2006-09-05,131004.0,10323.0
2006-09-06,129136.0,10174.0
2006-09-07,127245.0,10045.0
2006-09-08,125390.0,9907.0
2006-09-09,123552.0,9759.0
2006-09-10,121697.0,9620.0
2006-09-11,119789.0,9469.0
2006-09-12,117885.0,9332.0
2006-09-13,115994.0,9197.0
2006-09-14,114099.0,9044.0
2006-09-15,147380.0,11598.0
2006-09-16,145520.0,11440.0
2006-09-17,143708.0,11304.0
2006-09-18,141830.0,11183.0
2006-09-19,139934.0,11045.0
2006-09-20,138120.0,10891.0
2006-09-21,136211.0,10771.0
2006-09-22,134388.0,10628.0
2006-09-23,132550.0,10486.0
2006-09-24,130751.0,10352.0
2006-09-25,128836.0,10200.0
2006-09-26,126910.0,10056.0
2006-09-27,125084.0,9922.0
2006-09-28,123183.0,9778.0
2006-09-29,121281.0,9644.0
2006-09-30,119430.0,9512.0
2006-10-01,152638.0,11976.0
2006-10-02,150740.0,11834.0
2006-10-03,148900.0,11690.0
2006-10-04,146980.0,11542.0
2006-10-05,145106.0,11402.0
2006-10-06,143263.0,11273.0
2006-10-07,141461.0,11118.0
2006-10-08,139576.0,10968.0
2006-10-09,137697.0,10820.0
2006-10-10,135828.0,10688.0
2006-10-11,133991.0,10543.0
2006-10-12,132198.0,10388.0
2006-10-13,130351.0,10234.0
2006-10-14,128482.0,10104.0
2006-10-15,161672.0,12627.0
2006-10-16,159754.0,12472.0
2006-10-17,157857.0,12319.0
2006-10-18,155962.0,12177.0
2006-10-19,154136.0,12040.0
2006-10-20,152212.0,11887.0
2006-10-21,150388.0,11720.0
2006-10-22,148494.0,11575.0
2006-10-23,146623.0,11435.0
2006-10-24,144810.0,11298.0
2006-10-25,143009.0,11145.0
2006-10-26,141125.0,10991.0
2006-10-27,139339.0,10844.0
2006-10-28,137382.0,10692.0
2006-10-29,135476.0,10552.0
2006-10-30,133573.0,10412.0
2006-10-31,131698.0,10267.0
2006-11-01,164733.0,12841.0
2006-11-02,162898.0,12714.0
2006-11-03,161048.0,12551.0
2006-11-04,159196.0,12395.0
2006-11-05,157448.0,12237.0
2006-11-06,155549.0,12085.0
2006-11-07,153689.0,11959.0
2006-11-08,151955.0,11827.0
2006-11-09,150141.0,11668.0
2006-11-10,148239.0,11520.0
2006-11-11,146521.0,11387.0
2006-11-12,144682.0,11253.0
2006-11-13,142863.0,11105.0
2006-11-14,140992.0,10957.0
2006-11-15,174121.0,13453.0
2006-11-16,172287.0,13303.0
2006-11-17,170433.0,13159.0
2006-11-18,168572.0,13004.0
2006-11-19,166735.0,12862.0
2006-11-20,164863.0,12713.0
2006-11-21,163006.0,12565.0
2006-11-22,161090.0,12418.0
2006-11-23,159258.0,12289.0
2006-11-24,157374.0,12148.0
2006-11-25,155462.0,11994.0
2006-11-26,153599.0,11858.0
2006-11-27,151724.0,11717.0
2006-11-28,149861.0,11573.0
2006-11-29,147986.0,11417.0
2006-11-30,146097.0,11280.0
2006-12-01,179102.0,13836.0
2006-12-02,177240.0,13697.0
2006-12-03,175389.0,13537.0
2006-12-04,173499.0,13396.0
2006-12-05,171604.0,13258.0
2006-12-06,169774.0,13124.0
2006-12-07,167804.0,12970.0
2006-12-08,165875.0,12818.0
2006-12-09,164011.0,12679.0
2006-12-10,162116.0,12542.0
2006-12-11,160229.0,12391.0
2006-12-12,158189.0,12245.0
2006-12-13,156269.0,12103.0
2006-12-14,154366.0,11942.0
2006-12-15,187555.0,14386.0
2006-12-16,185632.0,14237.0
2006-12-17,183758.0,14098.0
2006-12-18,181832.0,13951.0
2006-12-19,180014.0,13806.0
2006-12-20,178097.0,13653.0
2006-12-21,176255.0,13495.0
2006-12-22,174360.0,13372.0
2006-12-23,172497.0,13217.0
2006-12-24,170596.0,13075.0
2006-12-25,168710.0,12928.0
2006-12-26,166881.0,12787.0
2006-12-27,165075.0,12622.0
2006-12-28,163196.0,12482.0
2006-12-29,161301.0,12345.0
2006-12-30,159446.0,12204.0
2006-12-31,157537.0,12047.0
2007-01-01,190837.0,14542.0
2007-01-02,188930.0,14398.0
2007-01-03,187056.0,14251.0
2007-01-04,185220.0,14119.0
2007-01-05,183305.0,13989.0
2007-01-06,181440.0,13853.0
2007-01-07,179545.0,13729.0
2007-01-08,177690.0,13585.0
2007-01-09,175888.0,13437.0
2007-01-10,174014.0,13318.0
2007-01-11,172061.0,13188.0
2007-01-12,170168.0,13039.0
2007-01-13,168323.0,12897.0
2007-01-14,166456.0,12753.0
2007-01-15,199568.0,15315.0
2007-01-16,197726.0,15164.0
2007-01-17,195911.0,15022.0
2007-01-18,194125.0,14883.0
2007-01-19,192288.0,14756.0
2007-01-20,190405.0,14599.0
2007-01-21,188481.0,14466.0
2007-01-22,186633.0,14316.0
2007-01-23,184755.0,14164.0
2007-01-24,182981.0,14015.0
2007-01-25,181120.0,13885.0
2007-01-26,179236.0,13741.0
2007-01-27,177396.0,13592.0
2007-01-28,175588.0,13441.0
2007-01-29,173704.0,13294.0
2007-01-30,171855.0,13144.0
2007-01-31,170006.0,13001.0
2007-02-01,203435.0,15521.0
2007-02-02,201564.0,15370.0
2007-02-03,199692.0,15220.0
2007-02-04,197737.0,15059.0
2007-02-05,195917.0,14928.0
2007-02-06,194011.0,14778.0
2007-02-07,192134.0,14620.0
2007-02-08,190236.0,14495.0
2007-02-09,188375.0,14342.0
2007-02-10,186502.0,14210.0
2007-02-11,184755.0,14053.0
2007-02-12,182948.0,13875.0
2007-02-13,181146.0,13739.0
2007-02-14,179306.0,13588.0
2007-02-15,212390.0,16113.0
2007-02-16,210487.0,15982.0
2007-02-17,208656.0,15833.0
2007-02-18,206760.0,15707.0
2007-02-19,204935.0,15560.0
2007-02-20,203131.0,15418.0
2007-02-21,201221.0,15258.0
2007-02-22,199309.0,15116.0
2007-02-23,197509.0,14955.0
2007-02-24,195711.0,14836.0
2007-02-25,193853.0,14683.0
2007-02-26,191944.0,14520.0
2007-02-27,190092.0,14376.0
2007-02-28,188183.0,14241.0
2007-03-01,221566.0,16743.0
2007-03-02,219678.0,16614.0
2007-03-03,217811.0,16478.0
2007-03-04,215926.0,16345.0
2007-03-05,214074.0,16199.0
2007-03-06,212211.0,16039.0
2007-03-07,210354.0,15887.0
2007-03-08,208440.0,15756.0
2007-03-09,206544.0,15586.0
2007-03-10,204682.0,15448.0
2007-03-11,202848.0,15300.0
2007-03-12,200955.0,15162.0
2007-03-13,199094.0,15012.0
2007-03-14,197150.0,14863.0
2007-03-15,230369.0,17403.0
2007-03-16,228514.0,17238.0
2007-03-17,226659.0,17100.0
2007-03-18,224762.0,16947.0
2007-03-19,222966.0,16799.0
2007-03-20,221163.0,16670.0
2007-03-21,219249.0,16519.0
2007-03-22,217473.0,16378.0
2007-03-23,215639.0,16235.0
2007-03-24,213724.0,16091.0
2007-03-25,211808.0,15923.0
2007-03-26,209927.0,15797.0
2007-03-27,208074.0,15671.0
2007-03-28,206216.0,15538.0
2007-03-29,204304.0,15400.0
2007-03-30,202483.0,15268.0
2007-03-31,200640.0,15120.0
2007-04-01,233923.0,17596.0
2007-04-02,232046.0,17449.0
2007-04-03,230147.0,17309.0
2007-04-04,228272.0,17169.0
2007-04-05,226389.0,17039.0
2007-04-06,224534.0,16926.0
2007-04-07,222597.0,16795.0
2007-04-08,220762.0,16638.0
2007-04-09,218979.0,16492.0
2007-04-10,217050.0,16350.0
2007-04-11,215155.0,16206.0
2007-04-12,213250.0,16045.0
2007-04-13,211305.0,15908.0
2007-04-14,209435.0,15763.0
2007-04-15,242416.0,18323.0
2007-04-16,240521.0,18183.0
2007-04-17,238622.0,18048.0
2007-04-18,236791.0,17922.0
2007-04-19,234955.0,17781.0
2007-04-20,233047.0,17631.0
2007-04-21,231170.0,17488.0
2007-04-22,229302.0,17337.0
2007-04-23,227429.0,17190.0
2007-04-24,225518.0,17042.0
2007-04-25,223696.0,16907.0
2007-04-26,221757.0,16757.0
2007-04-27,219819.0,16620.0
2007-04-28,217887.0,16480.0
2007-04-29,216063.0,16327.0
2007-04-30,214267.0,16179.0
2007-05-01,247082.0,18724.0
2007-05-02,245225.0,18581.0
2007-05-03,243292.0,18424.0
2007-05-04,241434.0,18299.0
2007-05-05,239579.0,18142.0
2007-05-06,237692.0,17991.0
2007-05-07,235889.0,17854.0
2007-05-08,234076.0,17709.0
2007-05-09,232207.0,17575.0
2007-05-10,230362.0,17428.0
2007-05-11,228441.0,17300.0
2007-05-12,226633.0,17157.0
2007-05-13,224742.0,16998.0
2007-05-14,222809.0,16867.0
2007-05-15,255901.0,19446.0
2007-05-16,253997.0,19290.0
2007-05-17,252125.0,19157.0
2007-05-18,250292.0,19034.0
2007-05-19,248476.0,18890.0
2007-05-20,246571.0,18757.0
2007-05-21,244711.0,18636.0
2007-05-22,242810.0,18500.0
2007-05-23,240941.0,18363.0
2007-05-24,239105.0,18187.0
2007-05-25,237238.0,18056.0
2007-05-26,235395.0,17900.0
2007-05-27,233522.0,17770.0
2007-05-28,231667.0,17621.0
2007-05-29,229762.0,17496.0
2007-05-30,227940.0,17345.0
2007-05-31,226061.0,17191.0
2007-06-01,259141.0,19760.0
2007-06-02,257276.0,19602.0
2007-06-03,255377.0,19461.0
2007-06-04,253449.0,19317.0
2007-06-05,251513.0,19161.0
2007-06-06,249659.0,19026.0
2007-06-07,247793.0,18897.0
2007-06-08,245873.0,18741.0
2007-06-09,244082.0,18572.0
2007-06-10,242228.0,18407.0
2007-06-11,240382.0,18275.0
2007-06-12,238419.0,18137.0
2007-06-13,236534.0,17979.0
2007-06-14,234609.0,17811.0
2007-06-15,267945.0,20434.0
2007-06-16,266093.0,20294.0
2007-06-17,264238.0,20160.0
2007-06-18,262406.0,20017.0
2007-06-19,260507.0,19883.0
2007-06-20,258636.0,19756.0
2007-06-21,256816.0,19615.0
2007-06-22,254939.0,19490.0
2007-06-23,253120.0,19366.0
2007-06-24,251229.0,19221.0
2007-06-25,249371.0,19100.0
2007-06-26,247544.0,18941.0
2007-06-27,245751.0,18809.0
2007-06-28,243945.0,18672.0
2007-06-29,242068.0,18532.0
2007-06-30,240126.0,18387.0
2007-07-01,273139.0,20979.0
2007-07-02,271342.0,20852.0
2007-07-03,269543.0,20719.0
2007-07-04,267688.0,20589.0
2007-07-05,265790.0,20449.0
2007-07-06,263882.0,20317.0
2007-07-07,261991.0,20192.0
2007-07-08,260156.0,20034.0
2007-07-09,258268.0,19903.0
2007-07-10,256388.0,19766.0
2007-07-11,254495.0,19625.0
2007-07-12,252691.0,19487.0
2007-07-13,250781.0,19346.0
2007-07-14,248906.0,19220.0
2007-07-15,282475.0,21889.0
2007-07-16,280669.0,21759.0
2007-07-17,278767.0,21617.0
2007-07-18,276848.0,21470.0
2007-07-19,274982.0,21344.0
2007-07-20,273177.0,21215.0
2007-07-21,271267.0,21084.0
2007-07-22,269355.0,20918.0
2007-07-23,267436.0,20774.0
2007-07-24,265562.0,20632.0
2007-07-25,263661.0,20472.0
2007-07-26,261725.0,20340.0
2007-07-27,259789.0,20189.0
2007-07-28,257947.0,20068.0
2007-07-29,256070.0,19940.0
2007-07-30,254236.0,19788.0
2007-07-31,252340.0,19642.0
2007-08-01,285500.0,22110.0
2007-08-02,283671.0,21961.0
2007-08-03,281782.0,21822.0
2007-08-04,279869.0,21694.0
2007-08-05,278012.0,21566.0
2007-08-06,276151.0,21444.0
2007-08-07,274370.0,21306.0
2007-08-08,272656.0,21175.0
2007-08-09,270818.0,21024.0
2007-08-10,268992.0,20874.0
2007-08-11,267141.0,20733.0
2007-08-12,265333.0,20589.0
2007-08-13,263493.0,20453.0
2007-08-14,261605.0,20315.0
2007-08-15,294820.0,22825.0
2007-08-16,293015.0,22671.0
2007-08-17,291106.0,22527.0
2007-08-18,289203.0,22381.0
2007-08-19,287328.0,22230.0
2007-08-20,285511.0,22079.0
2007-08-21,283592.0,21941.0
2007-08-22,281740.0,21786.0
2007-08-23,279863.0,21618.0
2007-08-24,277988.0,21447.0
2007-08-25,276057.0,21307.0
2007-08-26,274160.0,21174.0
2007-08-27,272300.0,21045.0
2007-08-28,270433.0,20879.0
2007-08-29,268570.0,20736.0
2007-08-30,266748.0,20583.0
2007-08-31,264803.0,20433.0
2007-09-01,298246.0,22969.0
2007-09-02,296353.0,22823.0
2007-09-03,294544.0,22674.0
2007-09-04,292644.0,22543.0
2007-09-05,290797.0,22392.0
2007-09-06,288910.0,22258.0
2007-09-07,287051.0,22118.0
2007-09-08,285163.0,21981.0
2007-09-09,283324.0,21818.0
2007-09-10,281424.0,21666.0
2007-09-11,279595.0,21529.0
2007-09-12,277728.0,21392.0
2007-09-13,275841.0,21259.0
2007-09-14,273964.0,21137.0
2007-09-15,307097.0,23647.0
2007-09-16,305180.0,23510.0
2007-09-17,303310.0,23364.0
2007-09-18,301345.0,23210.0
2007-09-19,299448.0,23059.0
2007-09-20,297480.0,22922.0
2007-09-21,295570.0,22771.0
2007-09-22,293622.0,22625.0
2007-09-23,291755.0,22466.0
2007-09-24,289905.0,22332.0
2007-09-25,288028.0,22190.0
2007-09-26,286206.0,22044.0
2007-09-27,284387.0,21922.0
2007-09-28,282587.0,21794.0
2007-09-29,280791.0,21667.0
2007-09-30,278912.0,21542.0
2007-10-01,312253.0,24121.0
2007-10-02,310414.0,23970.0
2007-10-03,308580.0,23803.0
2007-10-04,306743.0,23654.0
2007-10-05,304873.0,23512.0
2007-10-06,303025.0,23361.0
2007-10-07,301173.0,23201.0
2007-10-08,299209.0,23086.0
2007-10-09,297323.0,22955.0
2007-10-10,295487.0,22814.0
2007-10-11,293664.0,22683.0
2007-10-12,291788.0,22533.0
2007-10-13,289911.0,22407.0
2007-10-14,288138.0,22269.0
2007-10-15,321483.0,24893.0
2007-10-16,319584.0,24769.0
2007-10-17,317714.0,24653.0
2007-10-18,315803.0,24497.0
2007-10-19,313912.0,24362.0
2007-10-20,312087.0,24221.0
2007-10-21,310239.0,24064.0
2007-10-22,308375.0,23913.0
2007-10-23,306417.0,23800.0
2007-10-24,304537.0,23633.0
2007-10-25,302728.0,23482.0
2007-10-26,300908.0,23349.0
2007-10-27,299060.0,23218.0
2007-10-28,297171.0,23057.0
2007-10-29,295302.0,22921.0
2007-10-30,293472.0,22780.0
2007-10-31,291524.0,22647.0
2007-11-01,324686.0,25149.0
2007-11-02,322868.0,25001.0
2007-11-03,320952.0,24853.0
2007-11-04,319042.0,24698.0
2007-11-05,317157.0,24532.0
2007-11-06,315300.0,24372.0
2007-11-07,313410.0,24224.0
2007-11-08,311571.0,24095.0
2007-11-09,309697.0,23952.0
2007-11-10,307896.0,23809.0
2007-11-11,306045.0,23668.0
2007-11-12,304139.0,23510.0
2007-11-13,302306.0,23367.0
2007-11-14,300336.0,23211.0
2007-11-15,333490.0,25827.0
2007-11-16,331634.0,25680.0
2007-11-17,329699.0,25546.0
2007-11-18,327846.0,25402.0
2007-11-19,325930.0,25277.0
2007-11-20,324052.0,25134.0
2007-11-21,322198.0,24997.0
2007-11-22,320255.0,24843.0
2007-11-23,318408.0,24705.0
2007-11-24,316537.0,24547.0
2007-11-25,314779.0,24412.0
2007-11-26,312945.0,24268.0
2007-11-27,311127.0,24129.0
2007-11-28,309271.0,23989.0
2007-11-29,307377.0,23842.0
2007-11-30,305537.0,23708.0
2007-12-01,338664.0,26266.0
2007-12-02,336736.0,26120.0
2007-12-03,334934.0,25971.0
2007-12-04,333043.0,25823.0
2007-12-05,331118.0,25692.0
2007-12-06,329220.0,25570.0
2007-12-07,327424.0,25416.0
2007-12-08,325562.0,25276.0
2007-12-09,323624.0,25131.0
2007-12-10,321741.0,24998.0
2007-12-11,319898.0,24849.0
2007-12-12,318073.0,24724.0
2007-12-13,316221.0,24604.0
2007-12-14,314358.0,24462.0
2007-12-15,347701.0,27081.0
2007-12-16,345837.0,26945.0
2007-12-17,343907.0,26813.0
2007-12-18,342071.0,26668.0
2007-12-19,340175.0,26531.0
2007-12-20,338363.0,26391.0
2007-12-21,336576.0,26237.0
2007-12-22,334761.0,26054.0
2007-12-23,332849.0,25901.0
2007-12-24,330976.0,25760.0
2007-12-25,329140.0,25625.0
2007-12-26,327327.0,25487.0
2007-12-27,325505.0,25337.0
2007-12-28,323589.0,25203.0
2007-12-29,321659.0,25062.0
2007-12-30,319829.0,24940.0
2007-12-31,317972.0,24803.0
2008-01-01,351625.0,27404.0
2008-01-02,349774.0,27258.0
2008-01-03,347902.0,27109.0
2008-01-04,346079.0,26968.0
2008-01-05,344243.0,26849.0
2008-01-06,342357.0,26720.0
2008-01-07,340432.0,26557.0
2008-01-08,338463.0,26433.0
2008-01-09,336576.0,26300.0
2008-01-10,334635.0,26172.0
2008-01-11,332777.0,26035.0
2008-01-12,330912.0,25888.0
2008-01-13,329031.0,25770.0
2008-01-14,327199.0,25588.0
2008-01-15,360246.0,28129.0
2008-01-16,358318.0,27976.0
2008-01-17,356414.0,27813.0
2008-01-18,354588.0,27664.0
2008-01-19,352791.0,27517.0
2008-01-20,350900.0,27375.0
2008-01-21,348993.0,27233.0
2008-01-22,347123.0,27091.0
2008-01-23,345279.0,26966.0
2008-01-24,343406.0,26834.0
2008-01-25,341529.0,26689.0
2008-01-26,339661.0,26559.0
2008-01-27,337858.0,26412.0
2008-01-28,335995.0,26286.0
2008-01-29,334143.0,26135.0
2008-01-30,332260.0,25994.0
2008-01-31,330414.0,25837.0
2008-02-01,363718.0,28367.0
2008-02-02,361882.0,28228.0
2008-02-03,360020.0,28081.0
2008-02-04,358119.0,27934.0
2008-02-05,356245.0,27799.0
2008-02-06,354309.0,27642.0
2008-02-07,352395.0,27505.0
2008-02-08,350508.0,27355.0
2008-02-09,348687.0,27231.0
2008-02-10,346840.0,27076.0
2008-02-11,344996.0,26919.0
2008-02-12,343149.0,26777.0
2008-02-13,341217.0,26635.0
2008-02-14,339330.0,26496.0
2008-02-15,372832.0,28996.0
2008-02-16,370987.0,28832.0
2008-02-17,369096.0,28686.0
2008-02-18,367263.0,28515.0
2008-02-19,365377.0,28384.0
2008-02-20,363405.0,28255.0
2008-02-21,361561.0,28121.0
2008-02-22,359591.0,27972.0
2008-02-23,357692.0,27845.0
2008-02-24,355782.0,27680.0
2008-02-25,353903.0,27530.0
2008-02-26,352033.0,27403.0
2008-02-27,350165.0,27261.0
2008-02-28,348380.0,27122.0
2008-02-29,346423.0,26988.0
2008-03-01,379623.0,29539.0
2008-03-02,377725.0,29402.0
2008-03-03,375881.0,29269.0
2008-03-04,374018.0,29134.0
2008-03-05,372149.0,28991.0
2008-03-06,370293.0,28833.0
2008-03-07,368451.0,28687.0
2008-03-08,366541.0,28539.0
2008-03-09,364668.0,28397.0
2008-03-10,362824.0,28254.0
2008-03-11,360961.0,28106.0
2008-03-12,359043.0,27947.0
2008-03-13,357187.0,27796.0
2008-03-14,355279.0,27659.0
2008-03-15,388320.0,30221.0
2008-03-16,386469.0,30090.0
2008-03-17,384568.0,29943.0
2008-03-18,382713.0,29792.0
2008-03-19,380814.0,29640.0
2008-03-20,378963.0,29499.0
2008-03-21,377134.0,29356.0
2008-03-22,375293.0,29202.0
2008-03-23,373441.0,29051.0
2008-03-24,371518.0,28897.0
2008-03-25,369576.0,28736.0
2008-03-26,367590.0,28599.0
2008-03-27,365752.0,28472.0
2008-03-28,363973.0,28320.0
2008-03-29,362030.0,28181.0
2008-03-30,360239.0,28020.0
2008-03-31,358355.0,27879.0
2008-04-01,391375.0,30461.0
